epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,24555.7,0.48227,0.92545,0.54352,1.05657,0.95951,0.95891,0.98473,0.90932,0.95951,0.95891,0.98473,0.85842,0.39836,0.76051,0.31683,0.99645,0.0070795,0.0070795,0.0070795
120,24759.1,0.47357,0.91703,0.55203,1.04639,0.96062,0.95125,0.98379,0.90871,0.96062,0.95125,0.98379,0.85655,0.3949,0.76291,0.32006,0.99839,0.00705475,0.00705475,0.00705475
121,24964.6,0.47993,0.91697,0.54961,1.05648,0.95349,0.96647,0.98295,0.91002,0.95349,0.96647,0.98295,0.85426,0.39689,0.76838,0.32247,1.00167,0.00703,0.00703,0.00703
122,25179.7,0.48441,0.91297,0.54754,1.05472,0.95693,0.96987,0.98679,0.90667,0.95693,0.96987,0.98679,0.85802,0.41492,0.77008,0.30915,1.03449,0.00700525,0.00700525,0.00700525
123,25383.7,0.47702,0.91701,0.55127,1.04685,0.93753,0.96864,0.98447,0.91255,0.93753,0.96864,0.98447,0.85984,0.40978,0.76383,0.32527,1.02457,0.0069805,0.0069805,0.0069805
124,25591.9,0.48105,0.92582,0.53982,1.05205,0.96255,0.95897,0.98422,0.9083,0.96255,0.95897,0.98422,0.86007,0.40869,0.75019,0.30921,1.01995,0.00695575,0.00695575,0.00695575
125,25794.6,0.46809,0.91,0.53711,1.03906,0.9712,0.94,0.98634,0.90829,0.9712,0.94,0.98634,0.85946,0.40424,0.75309,0.30374,1.01923,0.006931,0.006931,0.006931
126,25997.1,0.47375,0.91297,0.54158,1.03839,0.96211,0.95599,0.98703,0.91011,0.96211,0.95599,0.98703,0.86351,0.40549,0.73826,0.30019,1.02239,0.00690625,0.00690625,0.00690625
127,26200.3,0.47543,0.91567,0.53915,1.04814,0.96561,0.96151,0.98732,0.91238,0.96561,0.96151,0.98732,0.86431,0.39663,0.75183,0.2906,1.0067,0.0068815,0.0068815,0.0068815
128,26412.7,0.47463,0.9169,0.53868,1.0477,0.94953,0.96424,0.98492,0.90949,0.94953,0.96424,0.98492,0.85742,0.40606,0.75506,0.29493,1.01862,0.00685675,0.00685675,0.00685675
129,26618.9,0.47142,0.89913,0.53065,1.05053,0.97318,0.96676,0.98489,0.91496,0.97318,0.96676,0.98448,0.86035,0.40066,0.7491,0.28678,1.00543,0.006832,0.006832,0.006832
130,26824,0.47417,0.90009,0.52579,1.04813,0.96446,0.96291,0.98476,0.91377,0.96446,0.96291,0.98476,0.86141,0.39999,0.74847,0.30814,1.00407,0.00680725,0.00680725,0.00680725
131,27026.6,0.48034,0.90894,0.53794,1.04776,0.96564,0.95183,0.9815,0.91525,0.96564,0.95183,0.9815,0.85539,0.38328,0.74108,0.31606,0.99448,0.0067825,0.0067825,0.0067825
132,27229.2,0.48259,0.89204,0.52668,1.04479,0.96083,0.9508,0.98235,0.90917,0.96083,0.9508,0.98235,0.86019,0.39704,0.73583,0.30872,1.01566,0.00675775,0.00675775,0.00675775
133,27438.6,0.46789,0.89993,0.51287,1.03282,0.95843,0.96192,0.98539,0.91392,0.95843,0.96192,0.98539,0.86294,0.39438,0.74005,0.29667,1.00961,0.006733,0.006733,0.006733
134,27645.4,0.47323,0.89149,0.52075,1.04391,0.96122,0.95653,0.98858,0.9196,0.96122,0.95653,0.98858,0.86551,0.39348,0.74696,0.28985,1.01295,0.00670825,0.00670825,0.00670825
135,27854.7,0.46969,0.89003,0.52147,1.04023,0.95632,0.96477,0.98721,0.91274,0.95632,0.96477,0.98721,0.86523,0.40012,0.74955,0.2914,1.02625,0.0066835,0.0066835,0.0066835
136,28056.7,0.46393,0.89212,0.51928,1.03829,0.96554,0.96286,0.98894,0.91535,0.96554,0.96286,0.98894,0.87081,0.38951,0.73403,0.28817,1.00486,0.00665875,0.00665875,0.00665875
137,28259.6,0.46482,0.89811,0.52531,1.04452,0.96074,0.96742,0.99036,0.91609,0.96074,0.96742,0.99036,0.87256,0.38662,0.73888,0.27686,1.00434,0.006634,0.006634,0.006634
138,28461.4,0.46852,0.88987,0.53039,1.0413,0.96837,0.95895,0.99085,0.91238,0.96837,0.95895,0.99085,0.87158,0.3952,0.73454,0.27088,1.00572,0.00660925,0.00660925,0.00660925
139,28668.8,0.46055,0.88031,0.51349,1.03927,0.97323,0.96187,0.99004,0.91442,0.97323,0.96187,0.99004,0.87261,0.39675,0.73102,0.28046,0.99851,0.0065845,0.0065845,0.0065845
140,28871.8,0.46652,0.8745,0.51202,1.04244,0.97144,0.96717,0.99168,0.91877,0.97144,0.96717,0.99168,0.87251,0.38946,0.7313,0.26268,0.99775,0.00655975,0.00655975,0.00655975
141,29082,0.47041,0.88699,0.53209,1.0431,0.96954,0.96776,0.99053,0.91657,0.96954,0.96776,0.99053,0.87087,0.39221,0.72933,0.27558,0.99775,0.006535,0.006535,0.006535
142,29287.2,0.46693,0.89961,0.52542,1.04588,0.96464,0.97357,0.9918,0.91501,0.96464,0.97357,0.9918,0.86979,0.39862,0.73171,0.26612,1.00806,0.00651025,0.00651025,0.00651025
143,29490.8,0.45936,0.88451,0.52291,1.04212,0.97155,0.96348,0.99073,0.91565,0.97155,0.96348,0.99073,0.86853,0.39138,0.73354,0.27555,1.01127,0.0064855,0.0064855,0.0064855
144,29702,0.4686,0.89947,0.5193,1.04163,0.96768,0.96235,0.98994,0.91975,0.96768,0.96235,0.98994,0.87064,0.38541,0.73294,0.27823,1.00301,0.00646075,0.00646075,0.00646075
145,29908,0.46193,0.89257,0.50969,1.0347,0.96255,0.96077,0.98263,0.90985,0.96255,0.96077,0.98263,0.86286,0.38611,0.73643,0.29099,1.00339,0.006436,0.006436,0.006436
146,30108.7,0.46183,0.88575,0.51174,1.03677,0.9625,0.95112,0.98574,0.91519,0.9625,0.95112,0.98574,0.8653,0.38675,0.75064,0.30132,1.0031,0.00641125,0.00641125,0.00641125
147,30316,0.46782,0.89776,0.5266,1.04167,0.94303,0.96002,0.98647,0.916,0.94303,0.96002,0.98647,0.86761,0.38185,0.7459,0.32185,0.99355,0.0063865,0.0063865,0.0063865
148,30518,0.46642,0.88651,0.51378,1.04023,0.96027,0.95583,0.98431,0.9153,0.96027,0.95583,0.98431,0.86391,0.38191,0.73545,0.30949,0.99551,0.00636175,0.00636175,0.00636175
149,30723.6,0.46029,0.88083,0.50229,1.03431,0.96267,0.96597,0.98563,0.9134,0.96267,0.96597,0.98563,0.86363,0.38898,0.74272,0.29252,1.00242,0.006337,0.006337,0.006337
150,30928.9,0.46492,0.89592,0.51062,1.04011,0.96821,0.94085,0.98767,0.91513,0.96821,0.94085,0.98767,0.86679,0.39144,0.73934,0.29758,1.01456,0.00631225,0.00631225,0.00631225
151,31132.8,0.46311,0.88498,0.51118,1.03573,0.96329,0.95898,0.98745,0.91788,0.96329,0.95898,0.98745,0.8661,0.38702,0.73858,0.28328,1.00314,0.0062875,0.0062875,0.0062875
152,31336.5,0.46054,0.87495,0.5071,1.03763,0.95147,0.96881,0.98767,0.91967,0.95147,0.96881,0.98767,0.86778,0.3782,0.73121,0.28242,0.98977,0.00626275,0.00626275,0.00626275
153,31540.4,0.45898,0.88445,0.50278,1.03596,0.96337,0.96475,0.98683,0.92369,0.96337,0.96475,0.98683,0.87013,0.36976,0.72297,0.2761,0.96767,0.006238,0.006238,0.006238
154,31746.1,0.45368,0.87101,0.50811,1.02933,0.96114,0.95524,0.98826,0.92474,0.96114,0.95524,0.98826,0.86771,0.37418,0.72995,0.27622,0.97463,0.00621325,0.00621325,0.00621325
155,31960.4,0.461,0.87946,0.5048,1.03569,0.96179,0.94951,0.98514,0.91942,0.96179,0.94951,0.98527,0.8651,0.37276,0.72101,0.29193,0.98006,0.0061885,0.0061885,0.0061885
156,32162.2,0.45471,0.88025,0.50472,1.0302,0.93323,0.97862,0.98576,0.91637,0.93323,0.97862,0.98576,0.86592,0.37591,0.7167,0.29192,0.98063,0.00616375,0.00616375,0.00616375
157,32363.5,0.44802,0.86397,0.4966,1.02753,0.93736,0.98277,0.98794,0.91785,0.93736,0.98277,0.98794,0.87105,0.37425,0.71318,0.28056,0.98428,0.006139,0.006139,0.006139
158,32564.8,0.45576,0.87787,0.5035,1.03501,0.95563,0.97067,0.9869,0.91785,0.95563,0.97067,0.9869,0.87019,0.37729,0.71078,0.27581,0.99167,0.00611425,0.00611425,0.00611425
159,32770.9,0.46182,0.88469,0.49458,1.03568,0.95199,0.95886,0.98728,0.91841,0.95199,0.95886,0.98728,0.86864,0.37724,0.72131,0.28351,0.99331,0.0060895,0.0060895,0.0060895
160,32974,0.44981,0.86039,0.48496,1.02607,0.94301,0.98273,0.98865,0.92002,0.94301,0.98273,0.98865,0.8711,0.37858,0.72743,0.26866,0.9951,0.00606475,0.00606475,0.00606475
161,33182.3,0.46171,0.89947,0.50504,1.0356,0.95605,0.97544,0.98947,0.92318,0.95605,0.97544,0.98947,0.8719,0.37741,0.72734,0.26002,0.98804,0.00604,0.00604,0.00604
162,33387.6,0.45652,0.86289,0.49173,1.0318,0.96039,0.97129,0.99184,0.92471,0.96039,0.97129,0.99184,0.87367,0.37265,0.72787,0.26085,0.98762,0.00601525,0.00601525,0.00601525
163,33590.3,0.44818,0.87139,0.47919,1.03184,0.96426,0.96236,0.9915,0.92041,0.96426,0.96236,0.9915,0.87285,0.37342,0.73162,0.26005,0.98918,0.0059905,0.0059905,0.0059905
164,33793.7,0.44996,0.86177,0.48855,1.02758,0.95053,0.9739,0.99173,0.92596,0.95053,0.9739,0.99173,0.8755,0.37157,0.71482,0.25545,0.99165,0.00596575,0.00596575,0.00596575
165,34001.3,0.44839,0.87861,0.48573,1.02979,0.97187,0.96189,0.99037,0.92706,0.97187,0.96189,0.99037,0.87661,0.36744,0.71039,0.25263,0.97994,0.005941,0.005941,0.005941
166,34204.1,0.45306,0.8783,0.4878,1.02913,0.95206,0.96584,0.98849,0.92586,0.95206,0.96584,0.98849,0.87594,0.36888,0.71245,0.26944,0.98196,0.00591625,0.00591625,0.00591625
167,34413.2,0.45286,0.86134,0.47788,1.03121,0.96619,0.94369,0.99071,0.92545,0.96619,0.94369,0.99071,0.87783,0.37196,0.70964,0.27371,0.97778,0.0058915,0.0058915,0.0058915
168,34620,0.44567,0.85465,0.47567,1.02919,0.96482,0.95643,0.99041,0.92753,0.96482,0.95643,0.99041,0.87546,0.37306,0.70948,0.26718,0.97981,0.00586675,0.00586675,0.00586675
169,34822,0.44793,0.85235,0.47502,1.02365,0.96568,0.95481,0.99097,0.92666,0.96568,0.95481,0.99097,0.87709,0.36666,0.71022,0.2632,0.97449,0.005842,0.005842,0.005842
170,35023.3,0.4514,0.86697,0.48566,1.03036,0.97106,0.9549,0.9917,0.92916,0.97106,0.9549,0.9917,0.87649,0.36763,0.71612,0.26372,0.97532,0.00581725,0.00581725,0.00581725
171,35227.1,0.44872,0.87448,0.48389,1.02913,0.97112,0.95697,0.99203,0.92792,0.97112,0.95697,0.99203,0.87823,0.36592,0.71598,0.25603,0.97086,0.0057925,0.0057925,0.0057925
172,35437.2,0.44463,0.85038,0.48398,1.02435,0.97301,0.96412,0.99164,0.93155,0.97301,0.96412,0.99164,0.87885,0.36517,0.71666,0.25353,0.97413,0.00576775,0.00576775,0.00576775
173,35643.8,0.44753,0.86307,0.46616,1.0249,0.97469,0.96283,0.98975,0.92881,0.97469,0.96283,0.98975,0.87834,0.36476,0.71368,0.25536,0.97472,0.005743,0.005743,0.005743
174,35845.1,0.43949,0.8477,0.47482,1.01987,0.9706,0.96953,0.99054,0.9276,0.9706,0.96953,0.99054,0.87953,0.36591,0.716,0.24792,0.97807,0.00571825,0.00571825,0.00571825
175,36050.2,0.44094,0.86975,0.46942,1.02301,0.97611,0.96891,0.99024,0.92879,0.97611,0.96891,0.99024,0.87931,0.3696,0.72378,0.24807,0.97923,0.0056935,0.0056935,0.0056935
176,36258.8,0.44626,0.86087,0.48172,1.02558,0.96964,0.96967,0.99084,0.92721,0.96964,0.96967,0.99084,0.87967,0.37771,0.72058,0.25084,0.99106,0.00566875,0.00566875,0.00566875
177,36460.9,0.43611,0.85211,0.45769,1.0227,0.97011,0.96531,0.9913,0.92628,0.97011,0.96531,0.9913,0.87913,0.37365,0.71509,0.24979,0.98796,0.005644,0.005644,0.005644
178,36674.3,0.44088,0.86562,0.47219,1.02185,0.97326,0.95987,0.99151,0.92355,0.97326,0.95987,0.99151,0.87792,0.37444,0.71696,0.25835,0.99063,0.00561925,0.00561925,0.00561925
179,36901.4,0.43853,0.84322,0.46927,1.01845,0.973,0.96345,0.99047,0.92182,0.973,0.96345,0.99047,0.875,0.37766,0.72023,0.26135,0.99072,0.0055945,0.0055945,0.0055945
180,37108.6,0.43884,0.85896,0.46195,1.02086,0.96934,0.96926,0.9904,0.92219,0.96934,0.96926,0.9904,0.87585,0.37536,0.72283,0.25564,0.98919,0.00556975,0.00556975,0.00556975
181,37311.4,0.4359,0.83454,0.45824,1.01675,0.97439,0.96594,0.99163,0.92665,0.97439,0.96594,0.99163,0.87768,0.37433,0.72306,0.25489,0.98297,0.005545,0.005545,0.005545
182,37514.5,0.43659,0.85097,0.47767,1.02148,0.9716,0.96114,0.99165,0.92739,0.9716,0.96114,0.99165,0.87714,0.37108,0.72187,0.25556,0.97765,0.00552025,0.00552025,0.00552025
183,37717.3,0.43114,0.84174,0.46776,1.01403,0.97006,0.95198,0.99115,0.92708,0.97006,0.95198,0.99115,0.87542,0.36661,0.71784,0.25875,0.97606,0.0054955,0.0054955,0.0054955
184,37925.6,0.43894,0.85397,0.47058,1.01792,0.95451,0.96308,0.99079,0.92573,0.95451,0.96308,0.99079,0.87567,0.36924,0.7157,0.2663,0.97723,0.00547075,0.00547075,0.00547075
185,38128.1,0.44114,0.85402,0.44824,1.02551,0.96255,0.96029,0.99157,0.92485,0.96255,0.96029,0.99157,0.87747,0.37362,0.71596,0.2662,0.98122,0.005446,0.005446,0.005446
186,38330.5,0.44658,0.84748,0.45564,1.0294,0.95734,0.97811,0.99188,0.93126,0.95734,0.97811,0.99188,0.87782,0.37273,0.71947,0.2602,0.97996,0.00542125,0.00542125,0.00542125
187,38543,0.435,0.8342,0.45661,1.02187,0.95937,0.96932,0.99103,0.92969,0.95937,0.96932,0.99103,0.87817,0.3694,0.72252,0.26148,0.97726,0.0053965,0.0053965,0.0053965
188,38749.6,0.44597,0.86171,0.47059,1.02918,0.9468,0.98128,0.99024,0.92782,0.9468,0.98128,0.99024,0.87558,0.36908,0.72299,0.26189,0.97759,0.00537175,0.00537175,0.00537175
189,38955.5,0.4248,0.84037,0.46163,1.01499,0.95521,0.95989,0.98852,0.92778,0.95521,0.95989,0.98852,0.87251,0.36805,0.72322,0.27215,0.9758,0.005347,0.005347,0.005347
190,39158.4,0.44078,0.84197,0.45864,1.02255,0.95209,0.96763,0.98924,0.92867,0.95209,0.96763,0.98924,0.87347,0.36953,0.72263,0.273,0.97999,0.00532225,0.00532225,0.00532225
191,39364.3,0.42835,0.83574,0.44455,1.01284,0.95302,0.97148,0.98938,0.92715,0.95302,0.97148,0.98938,0.87268,0.36791,0.72167,0.26451,0.97875,0.0052975,0.0052975,0.0052975
192,39570.5,0.43474,0.83813,0.44463,1.0189,0.96844,0.95742,0.98865,0.92694,0.96844,0.95742,0.98865,0.87192,0.36527,0.71891,0.262,0.97838,0.00527275,0.00527275,0.00527275
193,39776.4,0.43732,0.83513,0.45701,1.02362,0.97411,0.9565,0.98796,0.92822,0.97411,0.9565,0.98796,0.87338,0.3641,0.71932,0.25665,0.98077,0.005248,0.005248,0.005248
194,39978,0.43641,0.8392,0.45927,1.01988,0.97399,0.95564,0.9855,0.92574,0.97399,0.95564,0.98492,0.8719,0.36546,0.71869,0.2603,0.9867,0.00522325,0.00522325,0.00522325
195,40186.4,0.42848,0.82064,0.43842,1.01754,0.96604,0.96339,0.98448,0.9247,0.96604,0.96339,0.98395,0.87087,0.36346,0.71927,0.26711,0.98076,0.0051985,0.0051985,0.0051985
196,40386.9,0.42639,0.83852,0.44783,1.01651,0.95896,0.96719,0.98329,0.92313,0.95896,0.96719,0.98284,0.86934,0.36179,0.72415,0.25924,0.97921,0.00517375,0.00517375,0.00517375
197,40593.2,0.43791,0.83201,0.45391,1.01674,0.97209,0.96328,0.98716,0.9278,0.97209,0.96328,0.98716,0.8707,0.36386,0.72829,0.25517,0.98447,0.005149,0.005149,0.005149
198,40800.2,0.42953,0.82374,0.44151,1.0119,0.96393,0.9636,0.98581,0.92402,0.96393,0.9636,0.98581,0.87006,0.36434,0.72876,0.2618,0.98426,0.00512425,0.00512425,0.00512425
199,41004.1,0.42995,0.83729,0.44598,1.0191,0.97301,0.96318,0.98662,0.92575,0.97301,0.96318,0.98662,0.87014,0.36146,0.73002,0.26199,0.98074,0.0050995,0.0050995,0.0050995
200,41209.9,0.42492,0.82435,0.44672,1.01715,0.97163,0.95968,0.98678,0.92486,0.97163,0.95968,0.98678,0.86972,0.36032,0.72882,0.26503,0.97867,0.00507475,0.00507475,0.00507475
201,41415.5,0.42796,0.83343,0.44984,1.01561,0.97028,0.96262,0.98704,0.92729,0.97028,0.96262,0.98704,0.86886,0.35603,0.72638,0.25495,0.97216,0.00505,0.00505,0.00505
202,41621.5,0.42461,0.83183,0.43678,1.0117,0.97001,0.96165,0.9881,0.92943,0.97001,0.96165,0.9881,0.87036,0.3562,0.72161,0.25265,0.97384,0.00502525,0.00502525,0.00502525
203,41824,0.42357,0.83273,0.42955,1.01545,0.96716,0.96508,0.98735,0.92696,0.96716,0.96508,0.98735,0.87132,0.35814,0.71642,0.25818,0.97615,0.0050005,0.0050005,0.0050005
204,42029.3,0.42989,0.83885,0.44191,1.01236,0.96472,0.96567,0.98685,0.9278,0.96472,0.96567,0.98685,0.8702,0.3577,0.71394,0.26061,0.97756,0.00497575,0.00497575,0.00497575
205,42232.8,0.43015,0.82464,0.44558,1.01399,0.96439,0.9639,0.98689,0.92626,0.96439,0.9639,0.98689,0.87138,0.35618,0.71143,0.2603,0.97582,0.004951,0.004951,0.004951
206,42435.2,0.41632,0.8024,0.42896,1.00893,0.96412,0.95879,0.98732,0.92763,0.96412,0.95879,0.98732,0.87184,0.35739,0.71103,0.26278,0.97842,0.00492625,0.00492625,0.00492625
207,42647.2,0.4335,0.83749,0.43984,1.01722,0.95712,0.9613,0.98813,0.92681,0.95712,0.9613,0.98813,0.87399,0.35996,0.7123,0.26341,0.97961,0.0049015,0.0049015,0.0049015
208,42874.9,0.4332,0.83006,0.45571,1.01898,0.95935,0.96566,0.98874,0.92712,0.95935,0.96566,0.98874,0.87323,0.35922,0.71373,0.25632,0.97664,0.00487675,0.00487675,0.00487675
209,43085.2,0.41811,0.81686,0.43371,1.00964,0.96712,0.96744,0.99027,0.93012,0.96712,0.96744,0.99027,0.87552,0.35632,0.71347,0.24669,0.97541,0.004852,0.004852,0.004852
210,43288.2,0.42363,0.81719,0.43214,1.01583,0.96623,0.97115,0.98934,0.93162,0.96623,0.97115,0.98934,0.87316,0.35299,0.71257,0.24395,0.97134,0.00482725,0.00482725,0.00482725
211,43495.1,0.41734,0.82897,0.43863,1.00852,0.96296,0.97063,0.98968,0.93133,0.96296,0.97063,0.98968,0.87395,0.35056,0.71216,0.24446,0.96745,0.0048025,0.0048025,0.0048025
212,43694.5,0.42274,0.81316,0.43416,1.01176,0.97533,0.96153,0.99038,0.93265,0.97533,0.96153,0.99038,0.87553,0.3544,0.71432,0.24083,0.9698,0.00477775,0.00477775,0.00477775
213,43898,0.41728,0.82311,0.44156,1.01187,0.97049,0.96309,0.9911,0.9316,0.97049,0.96309,0.9911,0.87483,0.35902,0.71699,0.24051,0.97266,0.004753,0.004753,0.004753
214,44102.8,0.42621,0.81949,0.44459,1.01018,0.96542,0.96498,0.9906,0.93004,0.96542,0.96498,0.9906,0.875,0.3616,0.71961,0.24243,0.97789,0.00472825,0.00472825,0.00472825
215,44303.9,0.41794,0.81867,0.43079,1.00738,0.96041,0.96849,0.99095,0.93003,0.96041,0.96849,0.99095,0.87515,0.36149,0.72021,0.24498,0.97755,0.0047035,0.0047035,0.0047035
216,44508.3,0.41767,0.83357,0.43854,1.00881,0.96627,0.95818,0.99037,0.93086,0.96627,0.95818,0.99037,0.87549,0.36206,0.71981,0.24883,0.97888,0.00467875,0.00467875,0.00467875
217,44713.5,0.42291,0.80964,0.42235,1.01076,0.95306,0.97142,0.99027,0.93168,0.95306,0.97142,0.99027,0.87636,0.35998,0.7203,0.2494,0.97592,0.004654,0.004654,0.004654
218,44915,0.42242,0.81677,0.42883,1.00376,0.95941,0.96296,0.98906,0.92897,0.95941,0.96296,0.98906,0.87629,0.35842,0.72066,0.25301,0.97354,0.00462925,0.00462925,0.00462925
219,45130.2,0.41602,0.81673,0.42562,1.01052,0.9608,0.96875,0.9892,0.92716,0.9608,0.96875,0.9892,0.87532,0.3592,0.72331,0.2515,0.97588,0.0046045,0.0046045,0.0046045
220,45336.9,0.41906,0.81217,0.42507,1.00629,0.96334,0.96326,0.98891,0.92562,0.96334,0.96326,0.98891,0.87517,0.36202,0.72317,0.2583,0.97874,0.00457975,0.00457975,0.00457975
221,45545.7,0.41417,0.82086,0.42115,1.00393,0.96584,0.95886,0.98915,0.92764,0.96584,0.95886,0.98915,0.87456,0.36205,0.7235,0.26014,0.98129,0.004555,0.004555,0.004555
222,45747.8,0.41774,0.80846,0.42446,1.0097,0.96548,0.9573,0.98877,0.9254,0.96548,0.9573,0.98877,0.87338,0.36103,0.72424,0.25872,0.98345,0.00453025,0.00453025,0.00453025
223,45951.5,0.41302,0.81046,0.42026,1.00172,0.96158,0.96306,0.98991,0.92546,0.96158,0.96306,0.98991,0.87438,0.36198,0.72415,0.25802,0.98671,0.0045055,0.0045055,0.0045055
224,46158.7,0.41316,0.80549,0.41077,1.00257,0.95809,0.96636,0.98986,0.92598,0.95809,0.96636,0.98986,0.87456,0.3608,0.72606,0.25714,0.98626,0.00448075,0.00448075,0.00448075
225,46364.9,0.41516,0.8064,0.41702,1.0054,0.95398,0.96881,0.99014,0.9277,0.95398,0.96881,0.99014,0.87614,0.3612,0.72354,0.25801,0.98775,0.004456,0.004456,0.004456
226,46568.2,0.41642,0.8134,0.42421,1.00054,0.95973,0.96504,0.98967,0.92737,0.95973,0.96504,0.98967,0.87632,0.36098,0.7213,0.2605,0.98838,0.00443125,0.00443125,0.00443125
227,46771.8,0.41355,0.81517,0.42181,1.00881,0.9607,0.96551,0.98971,0.92726,0.9607,0.96551,0.98971,0.87705,0.36113,0.72251,0.25795,0.98916,0.0044065,0.0044065,0.0044065
228,46975.8,0.42168,0.83362,0.42153,1.00985,0.96113,0.96526,0.99035,0.92824,0.96113,0.96526,0.99035,0.87768,0.36108,0.72276,0.25524,0.98841,0.00438175,0.00438175,0.00438175
229,47178.9,0.42233,0.81901,0.42225,1.01228,0.96158,0.96344,0.99044,0.92795,0.96158,0.96344,0.99044,0.87828,0.36011,0.72153,0.25419,0.98674,0.004357,0.004357,0.004357
230,47385.6,0.40961,0.80484,0.41231,0.99895,0.9491,0.97491,0.99075,0.92659,0.9491,0.97491,0.99075,0.87717,0.35969,0.72247,0.2533,0.98709,0.00433225,0.00433225,0.00433225
231,47595.5,0.40428,0.7998,0.41615,1.00281,0.95572,0.97435,0.99188,0.93112,0.95572,0.97435,0.99188,0.87855,0.35905,0.72267,0.24995,0.9871,0.0043075,0.0043075,0.0043075
232,47797.6,0.41191,0.81338,0.41797,1.00316,0.96323,0.9667,0.99183,0.93104,0.96323,0.9667,0.99183,0.87712,0.35957,0.72197,0.24617,0.98749,0.00428275,0.00428275,0.00428275
233,48002.3,0.4126,0.80765,0.40109,1.0066,0.95167,0.97855,0.99205,0.93106,0.95167,0.97855,0.99205,0.87812,0.35997,0.72264,0.2459,0.98674,0.004258,0.004258,0.004258
234,48204.3,0.41451,0.79619,0.41032,1.00568,0.95876,0.97337,0.99217,0.92915,0.95876,0.97337,0.99217,0.87691,0.35985,0.72415,0.24598,0.98469,0.00423325,0.00423325,0.00423325
235,48409,0.40519,0.79283,0.41221,0.9994,0.95418,0.97723,0.99213,0.9316,0.95418,0.97723,0.99213,0.87774,0.35909,0.72648,0.24645,0.98454,0.0042085,0.0042085,0.0042085
236,48612.6,0.41053,0.81543,0.41007,1.00042,0.96377,0.96933,0.99194,0.9307,0.96377,0.96933,0.99194,0.87968,0.35789,0.72794,0.24723,0.98415,0.00418375,0.00418375,0.00418375
237,48824.6,0.41139,0.80629,0.41616,1.00056,0.95773,0.97677,0.9921,0.93051,0.95773,0.97677,0.9921,0.87946,0.35728,0.72746,0.24406,0.98348,0.004159,0.004159,0.004159
238,49053,0.40646,0.81266,0.41336,0.99584,0.9573,0.97982,0.99228,0.93028,0.9573,0.97982,0.99228,0.87941,0.35723,0.72714,0.23988,0.98249,0.00413425,0.00413425,0.00413425
239,49256.4,0.40358,0.80074,0.40414,1.00092,0.95976,0.98081,0.9923,0.93014,0.95976,0.98081,0.9923,0.87843,0.35816,0.72701,0.23694,0.98399,0.0041095,0.0041095,0.0041095
240,49458.7,0.41546,0.79871,0.40984,1.00685,0.96095,0.98149,0.99231,0.93157,0.96095,0.98149,0.99231,0.87856,0.35938,0.72729,0.23894,0.98467,0.00408475,0.00408475,0.00408475
241,49663.5,0.40112,0.79506,0.40425,0.99791,0.96259,0.97821,0.99184,0.93119,0.96259,0.97821,0.99184,0.87956,0.35953,0.72698,0.24414,0.98482,0.00406,0.00406,0.00406
242,49873.1,0.41031,0.80932,0.4086,1.00431,0.96271,0.97489,0.99167,0.9312,0.96271,0.97489,0.99167,0.87807,0.35955,0.72655,0.24354,0.98465,0.00403525,0.00403525,0.00403525
243,50076.2,0.40444,0.8012,0.40291,0.99883,0.95998,0.9758,0.99183,0.92921,0.95998,0.9758,0.99183,0.87794,0.36004,0.72524,0.24104,0.98428,0.0040105,0.0040105,0.0040105
244,50286,0.39865,0.79832,0.38882,1.00009,0.9607,0.97479,0.99221,0.93095,0.9607,0.97479,0.99221,0.87955,0.3591,0.72303,0.24239,0.98348,0.00398575,0.00398575,0.00398575
245,50488.5,0.41339,0.80941,0.40347,1.01051,0.96498,0.9714,0.9923,0.93198,0.96498,0.9714,0.9923,0.88173,0.35831,0.72296,0.23994,0.98283,0.003961,0.003961,0.003961
246,50690.8,0.40893,0.79462,0.397,0.99984,0.96413,0.97032,0.99205,0.93246,0.96413,0.97032,0.99205,0.88127,0.35822,0.72357,0.24075,0.98301,0.00393625,0.00393625,0.00393625
247,50892.2,0.40565,0.79399,0.40478,0.99918,0.96484,0.9687,0.99181,0.93177,0.96484,0.9687,0.99181,0.88016,0.35841,0.72345,0.24326,0.98263,0.0039115,0.0039115,0.0039115
248,51095.7,0.39833,0.77983,0.38546,0.9962,0.96771,0.96793,0.99159,0.93072,0.96771,0.96793,0.99159,0.87961,0.35904,0.72213,0.24228,0.98404,0.00388675,0.00388675,0.00388675
249,51304.3,0.40437,0.79012,0.401,1.00024,0.96625,0.96917,0.99126,0.93028,0.96625,0.96917,0.99126,0.87899,0.3592,0.72194,0.24224,0.98492,0.003862,0.003862,0.003862
250,51507.5,0.395,0.79118,0.3892,0.99523,0.96625,0.97089,0.99139,0.93049,0.96625,0.97089,0.99139,0.87975,0.35947,0.72124,0.24187,0.98504,0.00383725,0.00383725,0.00383725
251,51712.5,0.40106,0.78613,0.38947,0.99465,0.96609,0.97237,0.99099,0.93037,0.96609,0.97237,0.99099,0.87903,0.35982,0.72069,0.24091,0.98493,0.0038125,0.0038125,0.0038125
